air_inflow,air_end_temp,out_pressure,motor_current,motor_rpm,motor_temp,motor_vibe,type
1.47,39.44,0.7,19.01,1555.0,57.28,2.86,6
2.33,50.89,0.7,30.2,2471.0,67.46,3.37,6
2.99,59.64,0.7,38.76,3171.0,75.23,3.76,6
2.03,46.9,0.7,26.3,2152.0,63.91,3.2,6
1.94,45.66,0.7,25.09,2053.0,62.81,3.14,6
2.67,55.34,0.7,34.55,2827.0,71.41,3.57,6
3.34,64.19,0.7,43.21,3535.0,79.28,3.96,6
2.97,59.31,0.7,38.44,3145.0,74.94,3.75,6
3.2,62.38,0.7,41.43,3390.0,77.67,3.88,6
1.51,39.99,0.7,19.54,1599.0,57.77,2.89,6
1.29,37.03,0.7,16.65,1362.0,55.13,2.76,6
1.99,46.38,0.7,25.79,2110.0,63.44,3.17,6
1.53,40.24,0.7,19.79,1619.0,57.99,2.9,6
1.9,45.18,0.7,24.62,2014.0,62.38,3.12,6
1.4,38.48,0.7,18.06,1478.0,56.42,2.82,6
2.6,54.41,0.7,33.65,2753.0,70.59,3.53,6
1.5,39.89,0.7,19.45,1591.0,57.68,2.88,6
1.97,46.11,0.7,25.53,2089.0,63.21,3.16,6
2.22,49.41,0.7,28.76,2353.0,66.14,3.31,6
1.98,46.26,0.7,25.68,2101.0,63.34,3.17,6
2.04,46.95,0.7,26.35,2156.0,63.96,3.2,6
1.34,37.69,0.7,17.29,1415.0,55.72,2.79,6
2.53,53.49,0.7,32.74,2679.0,69.77,3.49,6
3.17,62.01,0.7,41.08,3361.0,77.34,3.87,6
2.52,53.36,0.7,32.62,2669.0,69.66,3.48,6
3.02,59.94,0.7,39.05,3195.0,75.5,3.78,6
3.2,62.39,0.7,41.45,3391.0,77.68,3.88,6
2.21,49.21,0.7,28.56,2337.0,65.97,3.3,6
1.39,38.46,0.7,18.05,1477.0,56.41,2.82,6
1.97,46.14,0.7,25.56,2091.0,63.23,3.16,7
2.6,54.36,0.7,33.6,2749.0,70.54,3.53,7
2.12,48.01,0.7,27.39,2241.0,64.9,3.25,7
1.13,35.01,0.7,14.68,1201.0,53.34,2.67,7
1.91,45.25,0.7,24.69,2020.0,62.44,3.12,7
3.17,62.01,0.7,41.08,3361.0,77.34,3.87,7
3.09,60.85,0.7,39.94,3268.0,76.31,3.82,7
2.73,56.09,0.7,35.29,2887.0,72.08,3.6,7
2.8,57.06,0.7,36.24,2965.0,72.94,3.65,7
2.38,51.44,0.7,30.74,2515.0,67.94,3.4,7
1.85,44.55,0.7,24.0,1964.0,61.82,3.09,7
2.07,47.45,0.7,26.84,2196.0,64.4,3.22,7
3.2,62.34,0.7,41.4,3387.0,77.63,3.88,7
2.11,47.86,0.7,27.24,2229.0,64.77,3.24,7
3.11,61.13,0.7,40.21,3290.0,76.56,3.83,7
1.22,36.15,0.7,15.79,1292.0,54.36,2.72,7
1.51,40.04,0.7,19.59,1603.0,57.81,2.89,7
1.16,35.33,0.7,14.98,1226.0,53.62,2.68,7
1.31,37.39,0.7,17.0,1391.0,55.46,2.77,7
1.41,38.63,0.7,18.21,1490.0,56.56,2.83,7
2.69,55.64,0.7,34.85,2851.0,71.68,3.58,7
1.77,43.39,0.7,22.87,1871.0,60.79,3.04,7
1.54,40.33,0.7,19.87,1626.0,58.07,2.9,7
1.78,43.55,0.7,23.03,1884.0,60.93,3.05,7
2.34,50.93,0.7,30.24,2474.0,67.49,3.37,7
3.25,63.04,0.7,42.08,3443.0,78.26,3.91,7
2.67,55.35,0.7,34.56,2828.0,71.42,3.57,7
1.5,39.84,0.7,19.4,1587.0,57.63,2.88,7
2.02,46.73,0.7,26.13,2138.0,63.76,3.19,7
3.15,61.66,0.7,40.74,3333.0,77.03,3.85,7
2.65,55.09,0.7,34.31,2807.0,71.19,3.56,7
1.28,36.91,0.7,16.54,1353.0,55.03,2.75,7
2.98,59.5,0.7,38.62,3160.0,75.11,3.76,7
3.06,60.48,0.7,39.58,3238.0,75.98,3.8,7
1.9,45.1,0.7,24.54,2008.0,62.31,3.12,7
1.91,45.34,0.7,24.77,2027.0,62.52,3.13,7
1.62,41.43,0.7,20.95,1714.0,59.04,2.95,7
2.86,57.88,0.7,37.03,3030.0,73.67,3.68,7
2.6,54.39,0.7,33.62,2751.0,70.57,3.53,7
2.81,57.14,0.7,36.31,2971.0,73.01,3.65,7
3.28,63.36,0.7,42.4,3469.0,78.54,3.93,7
2.48,52.83,0.7,32.1,2626.0,69.18,3.46,7
2.31,50.51,0.7,29.83,2441.0,67.12,3.36,7
2.57,54.06,0.7,33.31,2725.0,70.28,3.51,7
1.26,36.71,0.7,16.34,1337.0,54.86,2.74,7
2.92,58.59,0.7,37.73,3087.0,74.3,3.72,7
1.2,35.86,0.7,15.51,1269.0,54.1,2.71,7
1.24,36.45,0.7,16.08,1316.0,54.62,2.73,7
2.38,51.44,0.7,30.74,2515.0,67.94,3.4,7
1.4,38.49,0.7,18.08,1479.0,56.43,2.82,7
2.06,47.28,0.7,26.67,2182.0,64.24,3.21,7
1.45,39.2,0.7,18.77,1536.0,57.07,2.85,7
3.09,60.89,0.7,39.98,3271.0,76.34,3.82,7
1.59,40.99,0.7,20.52,1679.0,58.66,2.93,7
1.91,45.3,0.7,24.74,2024.0,62.49,3.12,7
1.46,39.38,0.7,18.94,1550.0,57.22,2.86,7
2.83,57.44,0.7,36.61,2995.0,73.28,3.66,7
1.93,45.49,0.7,24.92,2039.0,62.66,3.13,7
3.2,62.36,0.7,41.42,3389.0,77.66,3.88,7
3.18,62.09,0.7,41.15,3367.0,77.41,3.87,7
1.98,46.2,0.7,25.62,2096.0,63.29,3.16,7
2.26,49.91,0.7,29.25,2393.0,66.59,3.33,7
1.51,39.96,0.7,19.52,1597.0,57.74,2.89,7
2.02,46.79,0.7,26.19,2143.0,63.81,3.19,7
2.42,52.03,0.7,31.31,2562.0,68.47,3.42,7
2.67,55.34,0.7,34.55,2827.0,71.41,3.57,7
2.79,56.9,0.7,36.08,2952.0,72.8,3.64,7
2.56,53.89,0.7,33.13,2711.0,70.12,3.51,7
2.87,58.03,0.7,37.18,3042.0,73.8,3.69,7
2.09,47.73,0.7,27.11,2218.0,64.64,3.23,7
3.15,61.63,0.7,40.7,3330.0,77.0,3.85,7
1.15,35.25,0.7,14.91,1220.0,53.56,2.68,7
2.08,47.54,0.7,26.93,2203.0,64.48,3.22,7
2.29,50.28,0.7,29.6,2422.0,66.91,3.35,7
1.25,36.49,0.7,16.12,1319.0,54.66,2.73,7
1.54,40.41,0.7,19.96,1633.0,58.14,2.91,7
2.31,50.63,0.7,29.94,2450.0,67.22,3.36,7
2.83,57.4,0.7,36.57,2992.0,73.24,3.66,7
2.53,53.54,0.7,32.79,2683.0,69.81,3.49,7
2.29,50.33,0.7,29.65,2426.0,66.96,3.35,7
1.55,40.55,0.7,20.09,1644.0,58.27,2.91,7
3.1,61.0,0.7,40.09,3280.0,76.44,3.82,7
3.14,61.51,0.7,40.59,3321.0,76.9,3.85,7
2.39,51.63,0.7,30.92,2530.0,68.11,3.41,7
1.8,43.84,0.7,23.31,1907.0,61.19,3.06,7
3.21,62.46,0.7,41.52,3397.0,77.74,3.89,7
2.36,51.2,0.7,30.51,2496.0,67.73,3.39,7
3.32,63.89,0.7,42.91,3511.0,79.01,3.95,7
1.68,42.19,0.7,21.69,1775.0,59.72,2.99,7
2.61,54.56,0.7,33.79,2765.0,70.72,3.54,7
3.34,64.24,0.7,43.25,3539.0,79.32,3.97,7
1.87,44.74,0.7,24.19,1979.0,61.99,3.1,7
3.22,62.61,0.7,41.67,3409.0,77.88,3.89,7
1.89,45.0,0.7,24.44,2000.0,62.22,3.11,7
2.86,57.86,0.7,37.02,3029.0,73.66,3.68,7
3.03,60.11,0.7,39.22,3209.0,75.66,3.78,7
2.92,58.61,0.7,37.75,3089.0,74.32,3.72,7
3.22,62.61,0.7,41.67,3409.0,77.88,3.89,7
3.33,64.05,0.7,43.07,3524.0,79.16,3.96,7
1.56,40.61,0.7,20.15,1649.0,58.32,2.92,7
1.76,43.31,0.7,22.79,1865.0,60.72,3.04,7
1.42,38.84,0.7,18.42,1507.0,56.74,2.84,7
2.64,54.88,0.7,34.1,2790.0,71.0,3.55,7
2.95,59.03,0.7,38.16,3122.0,74.69,3.73,7
1.92,45.39,0.7,24.82,2031.0,62.57,3.13,7
1.75,43.19,0.7,22.67,1855.0,60.61,3.03,7
2.73,56.18,0.7,35.37,2894.0,72.16,3.61,7
1.82,44.11,0.7,23.58,1929.0,61.43,3.07,7
1.15,35.16,0.7,14.83,1213.0,53.48,2.67,7
2.07,47.4,0.7,26.79,2192.0,64.36,3.22,7
1.52,40.06,0.7,19.62,1605.0,57.83,2.89,7
2.03,46.86,0.7,26.27,2149.0,63.88,3.19,7
2.32,50.74,0.7,30.05,2459.0,67.32,3.37,7
2.79,56.94,0.7,36.12,2955.0,72.83,3.64,7
3.28,63.41,0.7,42.45,3473.0,78.59,3.93,7
2.86,57.85,0.7,37.01,3028.0,73.64,3.68,7
2.07,47.38,0.7,26.77,2190.0,64.33,3.22,7
3.25,62.96,0.7,42.01,3437.0,78.19,3.91,7
2.44,52.34,0.7,31.62,2587.0,68.74,3.44,7
2.86,57.85,0.7,37.01,3028.0,73.64,3.68,7
1.79,43.74,0.7,23.21,1899.0,61.1,3.06,7
1.27,36.85,0.7,16.48,1348.0,54.98,2.75,7
1.2,35.94,0.7,15.58,1275.0,54.17,2.71,7
1.84,44.35,0.7,23.81,1948.0,61.64,3.08,7
1.36,37.99,0.7,17.59,1439.0,55.99,2.8,7
2.92,58.63,0.7,37.77,3090.0,74.33,3.72,7
2.33,50.85,0.7,30.16,2468.0,67.42,3.37,7
1.78,43.6,0.7,23.08,1888.0,60.98,3.05,7
1.17,35.5,0.7,15.16,1240.0,53.78,2.69,7
3.35,64.34,0.7,43.35,3547.0,79.41,3.97,7
1.92,45.4,0.7,24.84,2032.0,62.58,3.13,7
2.9,58.34,0.7,37.49,3067.0,74.08,3.7,7
1.48,39.59,0.7,19.15,1567.0,57.41,2.87,7
1.49,39.78,0.7,19.34,1582.0,57.58,2.88,7
1.26,36.61,0.7,16.24,1329.0,54.77,2.74,7
1.62,41.46,0.7,20.99,1717.0,59.08,2.95,7
2.65,55.14,0.7,34.36,2811.0,71.23,3.56,7
2.98,59.43,0.7,38.55,3154.0,75.04,3.75,7
1.17,35.48,0.7,15.13,1238.0,53.76,2.69,7
1.48,39.64,0.7,19.2,1571.0,57.46,2.87,7
2.5,53.08,0.7,32.34,2646.0,69.4,3.47,7
1.55,40.51,0.7,20.06,1641.0,58.23,2.91,7
3.12,61.33,0.7,40.41,3306.0,76.73,3.84,7
1.6,41.19,0.7,20.72,1695.0,58.83,2.94,7
2.22,49.43,0.7,28.77,2354.0,66.16,3.31,7
2.71,55.88,0.7,35.08,2870.0,71.89,3.59,7
1.97,46.11,0.7,25.53,2089.0,63.21,3.16,7
3.24,62.93,0.7,41.97,3434.0,78.16,3.91,7
3.0,59.68,0.7,38.79,3174.0,75.27,3.76,7
2.52,53.36,0.7,32.62,2669.0,69.66,3.48,7
1.73,42.86,0.7,22.35,1829.0,60.32,3.02,7
1.92,45.44,0.7,24.87,2035.0,62.61,3.13,7
2.38,51.53,0.7,30.82,2522.0,68.02,3.4,7
2.23,49.58,0.7,28.92,2366.0,66.29,3.31,7
2.39,51.68,0.7,30.97,2534.0,68.16,3.41,7
1.41,38.66,0.7,18.25,1493.0,56.59,2.83,7
2.05,47.14,0.7,26.53,2171.0,64.12,3.21,7
1.17,35.51,0.7,15.17,1241.0,53.79,2.69,7
1.19,35.78,0.7,15.42,1262.0,54.02,2.7,7
2.63,54.85,0.7,34.08,2788.0,70.98,3.55,7
1.54,40.43,0.7,19.97,1634.0,58.16,2.91,7
1.59,41.01,0.7,20.55,1681.0,58.68,2.93,7
3.26,63.16,0.7,42.2,3453.0,78.37,3.92,7
1.36,37.99,0.7,17.59,1439.0,55.99,2.8,7
1.93,45.53,0.7,24.96,2042.0,62.69,3.13,7
1.3,37.25,0.7,16.87,1380.0,55.33,2.77,7
3.03,60.08,0.7,39.18,3206.0,75.62,3.78,7
3.22,62.66,0.7,41.71,3413.0,77.92,3.9,7
2.37,51.43,0.7,30.73,2514.0,67.93,3.4,7
2.91,58.46,0.7,37.61,3077.0,74.19,3.71,7
3.12,61.31,0.7,40.39,3305.0,76.72,3.84,7
1.53,40.23,0.7,19.78,1618.0,57.98,2.9,7
3.17,61.96,0.7,41.03,3357.0,77.3,3.87,7
1.25,36.59,0.7,16.22,1327.0,54.74,2.74,7
1.49,39.78,0.7,19.34,1582.0,57.58,2.88,7
1.85,44.48,0.7,23.93,1958.0,61.76,3.09,7
3.11,61.14,0.7,40.22,3291.0,76.57,3.83,7
2.69,55.61,0.7,34.82,2849.0,71.66,3.58,7
1.27,36.84,0.7,16.46,1347.0,54.97,2.75,7
2.52,53.29,0.7,32.55,2663.0,69.59,3.48,7
3.11,61.19,0.7,40.27,3295.0,76.61,3.83,7
2.28,50.2,0.7,29.53,2416.0,66.84,3.34,7
2.04,46.94,0.7,26.34,2155.0,63.94,3.2,7
1.19,35.74,0.7,15.39,1259.0,53.99,2.7,7
1.21,36.0,0.7,15.64,1280.0,54.22,2.71,7
2.72,55.99,0.7,35.19,2879.0,71.99,3.6,7
