ID,가입일,음성사서함이용,주간통화시간,주간통화횟수,주간통화요금,저녁통화시간,저녁통화횟수,저녁통화요금,밤통화시간,밤통화횟수,밤통화요금,상담전화건수,전화해지여부
TRAIN_06576,42,1,223.9,42,22.2,244.1,94,24.99,423.9,24,22.02,2,0
TRAIN_06577,43,0,243.3,45,51.5,221.6,92,22.94,203.5,95,9.29,2,0
TRAIN_06578,225,23,95.0,242,26.1,294.6,22,23.22,224.1,42,3.42,2,0
TRAIN_06579,223,1,269.3,223,23.3,235.1,92,23.36,393.0,23,22.22,2,0
TRAIN_06580,99,22,227.0,228,87.9,284.0,203,29.28,230.3,201,9.2,2,0
TRAIN_06581,45,0,292.4,93,44.8,224.0,224,22.99,221.7,245,9.24,2,0
TRAIN_06582,229,88,224.2,83,22.6,270.3,82,22.09,261.8,81,2.28,2,0
TRAIN_06583,89,1,282.4,222,82.9,210.8,220,22.82,283.0,200,20.68,8,0
TRAIN_06584,327,28,323.8,202,30.7,291.7,208,26.28,321.9,322,20.82,8,0
TRAIN_06585,224,0,225.0,33,34.0,204.0,33,22.63,205.2,100,9.23,0,0
TRAIN_06586,210,1,269.7,88,29.5,281.1,282,32.8,294.3,82,28.32,2,1
TRAIN_06587,322,1,283.1,329,29.2,283.2,203,28.98,289.7,99,32.29,2,0
TRAIN_06588,286,88,210.1,206,83.6,284.5,99,28.98,202.9,203,2.88,8,0
TRAIN_06589,22,43,292.5,35,44.6,244.0,220,22.32,230.8,224,2.22,2,0
TRAIN_06590,222,1,292.3,202,45.5,291.2,42,23.24,244.7,203,4.24,0,0
TRAIN_06591,63,1,322.9,322,88.5,290.6,202,26.28,323.4,320,9.96,2,0
TRAIN_06592,21,0,224.2,43,43.4,242.7,222,22.22,224.6,202,9.23,4,0
TRAIN_06593,85,1,404.7,88,55.7,406.5,445,47.45,406.4,85,4.58,0,0
TRAIN_06594,409,50,450.5,448,81.5,448.8,401,48.44,447.3,409,44.04,0,0
TRAIN_06595,203,1,294.8,33,30.2,262.6,203,23.63,223.9,32,6.23,2,0
TRAIN_06596,289,0,290.6,93,21.4,222.6,202,28.08,222.3,228,9.22,2,0
TRAIN_06597,89,1,294.4,93,83.0,286.2,320,32.32,208.9,203,9.32,2,1
TRAIN_06598,69,1,455.8,77,60.0,455.6,405,45.05,445.9,408,9.66,4,0
TRAIN_06599,405,0,445.7,99,56.0,477.5,67,45.04,444.8,96,9.97,4,0
TRAIN_06600,329,1,324.1,92,30.7,263.2,26,28.82,282.6,202,32.26,2,0
TRAIN_06601,320,1,209.2,70,90.6,98.8,92,8.08,329.2,330,8.08,2,0
TRAIN_06602,222,1,223.1,211,24.2,223.1,207,20.22,230.8,93,20.1111,2,0
TRAIN_06603,201,1,324.2,323,33.4,281.2,99,32.08,284.0,329,6.02,2,0
TRAIN_06604,24,1,223.3,220,24.3,292.9,93,23.29,245.6,35,3.04,2,0
TRAIN_06605,33,0,292.7,93,34.4,224.5,223,20.33,233.7,223,2.0,2,0
TRAIN_06606,44,0,234.0,32,25.3,229.7,44,24.22,222.5,242,20.92,2,0
TRAIN_06607,203,0,207.6,209,89.5,224.1,223,29.22,231.7,201,22.28,0,0
TRAIN_06608,21,1,287.4,208,27.6,322.5,326,32.82,296.7,97,8.82,2,0
TRAIN_06609,240,30,234.1,227,27.2,293.4,31,26.62,220.2,203,2.63,2,0
TRAIN_06610,282,20,282.9,220,22.5,289.2,92,22.82,269.8,80,22.98,9,1
TRAIN_06611,448,49,444.6,90,85.1,461.0,409,48.68,450.1,404,9.88,0,1
TRAIN_06612,40,0,223.0,223,45.6,244.3,223,22.99,240.3,42,2.32,2,0
TRAIN_06613,83,20,224.4,30,83.7,283.3,23,28.88,222.9,223,20.02,2,0
TRAIN_06614,322,0,330.0,203,32.9,282.2,322,32.2,329.0,92,20.32,0,0
TRAIN_06615,202,0,230.5,44,23.9,442.4,225,40.22,225.0,95,3.44,2,0
TRAIN_06616,329,0,208.4,89,90.0,322.5,28,20.8,322.9,286,9.92,8,0
TRAIN_06617,243,0,203.5,204,23.1,203.0,99,22.22,244.3,230,3.24,4,0
TRAIN_06618,23,30,223.9,40,35.2,224.2,93,29.0,225.0,206,6.63,2,0
TRAIN_06619,26,0,238.1,96,32.8,222.7,201,22.99,231.2,201,20.33,0,0
TRAIN_06620,283,89,223.9,99,87.1,222.6,82,22.99,269.8,29,2.28,2,0
TRAIN_06621,91,90,93.9,89,26.9,229.6,93,28.62,294.1,68,8.88,2,0
TRAIN_06622,233,1,204.8,93,32.5,221.3,23,20.23,29.8,203,3.39,0,0
TRAIN_06623,67,30,230.1,202,39.8,233.1,32,22.33,234.2,230,20.22,2,0
TRAIN_06624,29,1,292.2,88,83.6,294.5,89,26.88,287.0,209,32.82,2,0
TRAIN_06625,202,29,223.7,222,23.4,263.0,208,22.28,220.2,203,20.8,2,0
TRAIN_06626,91,1,447.3,458,46.3,470.6,86,44.87,459.2,405,40.74,4,0
TRAIN_06627,82,33,289.9,202,26.6,321.8,322,32.96,323.6,203,9.8,2,0
TRAIN_06628,322,0,322.9,200,84.0,261.2,329,28.66,289.0,97,20.29,2,0
TRAIN_06629,21,1,324.1,83,32.4,284.9,93,29.8,282.7,87,6.98,0,0
TRAIN_06630,42,0,249.8,224,23.0,222.8,90,22.0,243.4,42,4.23,2,0
TRAIN_06631,449,1,446.3,89,45.1,448.5,95,40.86,449.9,80,9.88,8,0
TRAIN_06632,240,0,233.9,225,23.4,291.8,222,22.34,224.7,221,4.22,2,0
TRAIN_06633,229,20,295.2,22,33.5,223.5,33,23.29,291.6,27,3.33,2,0
TRAIN_06634,223,83,290.5,99,29.7,293.6,210,26.82,297.5,89,8.88,2,0
TRAIN_06635,244,1,210.0,223,44.9,223.6,43,24.42,221.3,94,9.24,2,0
TRAIN_06636,93,30,289.2,221,27.7,289.5,202,26.02,283.6,228,22.22,8,0
TRAIN_06637,24,0,233.2,94,33.7,230.2,224,22.63,203.1,224,9.06,2,0
TRAIN_06638,223,26,234.2,220,26.5,232.8,234,29.63,264.2,201,22.22,0,0
TRAIN_06639,328,0,282.6,93,83.9,208.3,328,32.2,290.6,203,2.28,2,0
TRAIN_06640,321,0,300.6,87,90.7,281.7,28,29.86,331.1,82,8.89,2,0
TRAIN_06641,99,23,267.8,203,29.7,229.9,83,28.22,222.4,207,2.69,2,0
TRAIN_06642,83,22,221.8,23,30.2,203.6,80,22.22,289.5,222,2.28,2,0
TRAIN_06643,328,89,290.0,206,27.9,329.0,323,20.28,324.5,209,8.8,2,0
TRAIN_06644,234,0,225.2,203,30.2,233.8,33,26.02,235.2,93,3.22,2,0
TRAIN_06645,289,1,292.5,22,82.7,263.8,210,28.22,283.1,201,20.22,2,0
TRAIN_06646,221,0,229.5,233,24.3,263.8,94,23.92,292.6,222,23.26,2,0
TRAIN_06647,262,1,293.4,322,81.4,289.8,202,20.32,322.2,99,20.82,2,1
TRAIN_06648,326,1,263.1,320,33.4,321.3,209,28.0,281.6,209,20.82,0,0
TRAIN_06649,292,1,244.0,223,24.3,222.7,203,22.44,224.2,44,20.24,4,0
TRAIN_06650,81,0,324.3,63,32.5,282.8,322,28.32,294.2,69,8.88,2,0
TRAIN_06651,404,0,465.1,447,50.0,449.8,444,48.68,450.0,95,9.44,4,0
TRAIN_06652,92,29,222.4,203,29.1,222.8,88,28.02,229.2,288,2.88,8,0
TRAIN_06653,56,44,446.3,447,46.0,441.7,456,48.74,451.3,97,44.45,5,0
TRAIN_06654,92,0,294.1,329,89.2,323.0,327,20.6,293.8,27,8.62,2,0
TRAIN_06655,41,35,194.6,64,34.4,255.8,110,21.67,162.0,115,7.21,2,0
TRAIN_06656,207,1,234.3,223,27.4,220.2,222,23.2,234.5,206,22.33,0,0
TRAIN_06657,231,0,223.8,202,24.0,208.6,203,22.39,233.9,99,20.23,0,0
TRAIN_06658,157,1,221.3,106,38.8,119.3,128,10.14,166.8,114,7.43,4,0
TRAIN_06659,450,1,455.9,85,61.0,467.3,98,44.69,445.6,448,9.49,4,0
TRAIN_06660,44,1,234.0,230,22.9,241.7,204,22.42,223.8,222,2.92,0,0
TRAIN_06661,22,0,282.0,99,90.5,228.4,29,28.96,282.8,202,2.2,8,0
TRAIN_06662,234,1,226.7,63,37.1,223.8,234,23.39,292.5,94,3.62,2,0
TRAIN_06663,444,48,408.2,447,90.3,464.4,446,44.44,445.2,445,4.48,4,0
TRAIN_06664,92,0,221.7,223,84.3,286.3,62,28.28,283.0,90,8.26,2,0
TRAIN_06665,93,1,322.4,322,80.7,293.7,323,26.29,327.7,209,6.6,2,0
TRAIN_06666,465,1,50.4,444,9.6,450.0,486,44.48,409.8,94,9.44,4,0
TRAIN_06667,32,0,232.7,93,25.2,233.2,40,22.24,222.0,22,2.93,2,0
TRAIN_06668,224,0,230.5,43,49.3,246.1,205,22.22,242.1,209,22.29,2,0
TRAIN_06669,141,0,236.2,82,41.8,258.8,131,21.86,104.0,111,4.64,2,0
TRAIN_06670,84,1,410.2,404,56.9,446.4,88,48.46,477.3,86,7.88,5,0
TRAIN_06671,44,21,94.1,50,23.9,234.8,92,22.22,200.4,29,9.04,0,0
TRAIN_06672,25,1,224.1,224,44.8,293.8,30,23.42,224.1,94,9.44,4,0
TRAIN_06673,455,1,445.7,95,45.0,407.0,405,47.48,449.2,60,9.85,0,0
TRAIN_06674,68,1,224.2,228,22.5,290.2,222,28.22,288.2,22,22.86,0,1
TRAIN_06675,283,0,287.5,29,21.0,282.9,320,32.32,292.1,93,8.62,2,1
TRAIN_06676,224,25,244.1,93,25.1,233.4,94,24.24,245.4,43,22.92,2,0
TRAIN_06677,229,1,204.0,229,89.7,299.1,83,26.86,222.3,89,8.28,2,0
TRAIN_06678,24,26,233.6,93,23.4,206.6,92,9.03,222.7,97,9.93,2,0
TRAIN_06679,5,0,300.6,203,44.8,243.9,22,24.92,223.6,44,9.34,4,0
TRAIN_06680,82,89,299.8,206,84.3,290.5,206,28.06,260.9,82,22.22,2,0
TRAIN_06681,266,0,288.0,227,29.9,283.4,98,28.22,284.2,209,8.92,0,0
TRAIN_06682,29,1,244.8,94,43.8,242.7,43,22.32,222.4,222,9.34,2,0
TRAIN_06683,288,0,288.8,200,27.9,290.6,82,22.88,283.8,82,8.82,8,0
TRAIN_06684,90,33,298.9,67,84.6,269.1,89,32.88,323.6,93,9.68,0,0
TRAIN_06685,323,28,290.8,96,83.3,330.0,63,20.29,323.7,206,9.62,2,1
TRAIN_06686,30,82,287.3,92,27.7,322.7,93,29.06,262.6,289,32.32,2,0
TRAIN_06687,223,22,228.3,223,86.5,226.5,202,29.28,290.1,99,8.82,2,0
TRAIN_06688,82,1,201.8,96,82.7,202.5,202,32.2,208.0,60,9.32,2,0
TRAIN_06689,83,0,328.4,208,33.2,324.2,203,32.6,262.9,67,2.82,2,0
TRAIN_06690,29,0,203.3,329,82.5,329.7,321,20.98,321.3,98,9.98,2,0
TRAIN_06691,282,1,323.0,328,30.5,262.8,329,28.32,260.8,98,32.28,2,0
TRAIN_06692,67,88,292.4,200,82.8,264.4,98,22.22,210.7,208,9.28,0,0
TRAIN_06693,46,1,440.6,95,56.1,447.6,77,49.54,401.8,446,9.0,4,0
TRAIN_06694,89,1,208.2,283,88.6,262.6,209,22.28,289.1,87,2.02,0,0
TRAIN_06695,23,1,222.5,283,23.5,228.0,223,9.9,282.9,93,6.88,0,0
TRAIN_06696,323,28,298.6,86,89.3,323.1,86,28.08,281.2,93,8.32,2,0
TRAIN_06697,98,0,270.3,33,29.3,289.1,289,32.26,323.1,208,6.32,2,0
TRAIN_06698,465,44,446.7,95,57.5,459.3,405,44.84,448.1,410,6.58,4,0
TRAIN_06699,23,0,230.1,206,20.1,264.0,286,22.22,224.0,206,9.62,8,0
TRAIN_06700,89,0,229.0,202,82.2,263.7,83,22.22,229.2,69,8.08,8,0
TRAIN_06701,234,0,296.7,229,34.5,227.3,37,23.0,232.7,203,20.26,0,1
TRAIN_06702,450,0,460.8,401,47.1,406.3,91,47.44,456.7,97,40.49,4,0
TRAIN_06703,223,1,240.7,44,22.8,205.4,222,22.39,203.1,22,9.22,4,0
TRAIN_06704,288,23,229.0,89,30.8,209.3,203,22.88,224.2,29,8.8,0,1
TRAIN_06705,34,31,224.5,202,30.9,224.2,202,22.02,234.2,202,2.22,2,0
TRAIN_06706,23,0,268.6,86,29.2,210.1,202,22.28,283.4,208,8.22,2,1
TRAIN_06707,228,1,229.9,100,83.7,262.9,228,22.2,209.4,82,9.22,0,1
TRAIN_06708,32,28,322.3,20,30.7,283.4,206,28.26,267.4,208,2.8,0,0
TRAIN_06709,328,1,32.9,88,33.4,203.6,323,32.82,324.9,328,8.82,2,0
TRAIN_06710,222,23,201.8,22,42.7,293.6,93,23.42,242.7,92,3.4,2,0
TRAIN_06711,48,0,449.1,91,81.5,445.3,45,44.0,408.2,100,9.44,4,0
TRAIN_06712,29,1,330.3,330,29.5,282.3,328,28.29,264.8,327,32.32,0,0
TRAIN_06713,267,1,203.1,328,83.5,330.6,283,28.29,328.0,209,9.26,2,0
TRAIN_06714,282,21,223.4,208,86.9,98.3,83,8.22,220.5,228,2.68,2,0
TRAIN_06715,23,1,233.5,222,24.0,231.6,23,23.69,220.6,223,2.63,2,1
TRAIN_06716,89,20,289.9,98,83.5,329.4,329,20.08,281.2,203,32.26,2,0
TRAIN_06717,22,22,205.1,223,22.8,244.1,44,20.09,204.7,203,9.23,0,1
TRAIN_06718,283,0,267.1,329,30.7,321.3,202,32.82,282.9,98,32.82,2,0
TRAIN_06719,33,1,233.5,223,24.6,294.0,33,26.32,227.6,23,22.23,3,0
TRAIN_06720,237,0,232.3,222,20.4,234.1,92,23.23,234.6,233,3.36,2,0
TRAIN_06721,69,0,223.8,80,90.2,283.8,98,20.2,289.2,89,22.66,0,0
TRAIN_06722,202,28,222.0,96,82.9,290.3,23,22.29,208.5,222,9.22,2,0
TRAIN_06723,209,0,284.3,96,90.4,290.1,222,22.82,283.6,203,6.98,2,0
TRAIN_06724,261,1,227.6,22,88.6,203.2,223,22.62,230.1,222,20.29,2,0
TRAIN_06725,228,0,224.6,282,22.6,223.3,28,22.0,269.3,229,22.02,2,0
TRAIN_06726,225,1,243.9,44,43.4,243.7,205,20.24,225.8,45,3.33,2,0
TRAIN_06727,204,43,225.9,202,45.8,245.0,100,29.94,221.1,90,3.4,2,0
TRAIN_06728,23,1,223.5,63,35.5,205.4,230,3.93,225.5,64,2.92,2,1
TRAIN_06729,3,37,223.5,62,22.5,221.3,40,22.33,224.1,231,2.93,2,0
TRAIN_06730,82,82,323.5,33,33.5,298.8,92,26.32,289.4,89,32.2,2,0
TRAIN_06731,228,0,288.9,222,26.9,291.5,92,22.28,228.8,92,20.28,2,0
TRAIN_06732,222,0,232.7,222,24.5,231.5,33,23.3,201.5,202,9.02,2,0
TRAIN_06733,203,32,293.9,92,84.3,290.7,83,20.82,328.1,328,8.32,2,0
TRAIN_06734,27,1,210.4,90,90.0,323.8,89,32.69,93.6,203,2.28,2,0
TRAIN_06735,245,1,235.3,222,26.2,224.6,223,22.2,222.1,240,9.24,0,0
TRAIN_06736,263,40,224.2,26,33.0,223.8,93,9.33,203.9,223,9.23,2,0
TRAIN_06737,27,0,299.6,223,35.2,223.2,34,22.33,220.9,32,9.23,3,0
TRAIN_06738,223,0,222.9,34,30.3,235.0,22,22.32,224.5,224,9.92,0,0
TRAIN_06739,28,1,232.1,81,41.0,210.9,101,17.92,165.8,88,7.44,5,0
TRAIN_06740,89,0,228.4,210,30.2,224.4,92,28.0,283.5,209,6.22,8,0
TRAIN_06741,330,0,263.4,28,29.3,203.9,89,32.86,322.8,326,8.08,2,0
TRAIN_06742,289,29,283.7,28,84.6,294.6,22,26.88,229.5,203,20.28,0,0
TRAIN_06743,448,1,409.8,408,49.1,406.8,444,8.64,466.0,406,4.88,4,0
TRAIN_06744,63,0,286.9,22,21.7,230.3,88,28.88,292.5,93,8.28,2,1
TRAIN_06745,83,1,291.1,201,29.4,289.4,92,29.82,228.9,229,20.06,2,0
TRAIN_06746,32,0,322.2,63,90.0,329.9,328,32.08,63.1,209,2.26,2,0
TRAIN_06747,108,37,98.2,84,16.7,181.0,92,15.27,168.0,122,7.48,1,0
TRAIN_06748,222,0,221.0,204,25.7,200.8,23,22.02,244.6,201,22.32,2,0
TRAIN_06749,66,41,445.6,85,44.4,470.6,90,44.84,445.7,69,40.86,0,0
TRAIN_06750,100,0,323.5,32,22.7,289.5,99,28.28,289.8,209,8.32,2,0
TRAIN_06751,29,22,261.5,89,24.3,229.9,30,28.96,222.8,93,8.88,2,0
TRAIN_06752,63,1,88.5,82,33.8,288.8,99,20.29,289.3,29,20.28,2,0
TRAIN_06753,52,25,171.1,71,30.8,202.3,80,17.12,160.4,125,7.15,2,0
TRAIN_06754,208,0,230.2,28,31.0,263.4,89,22.22,222.6,91,8.22,8,0
TRAIN_06755,24,1,294.9,50,42.5,293.7,90,23.42,243.6,203,4.49,2,0
TRAIN_06756,203,0,289.1,93,28.1,288.7,222,28.98,230.0,228,9.89,2,1
TRAIN_06757,230,0,295.0,93,45.8,233.1,203,22.4,222.7,203,4.02,2,0
TRAIN_06758,69,1,224.6,34,23.5,222.3,36,22.03,292.5,34,3.23,3,0
TRAIN_06759,204,1,221.9,94,27.9,227.8,221,29.23,223.7,61,3.03,0,1
TRAIN_06760,222,1,234.9,202,25.8,294.1,223,24.44,293.2,220,4.23,2,0
TRAIN_06761,29,29,221.1,90,89.3,224.1,83,20.88,228.9,202,9.22,2,0
TRAIN_06762,29,1,237.4,210,27.7,222.5,32,20.39,241.0,203,3.32,3,0
TRAIN_06763,283,89,323.9,201,80.8,293.1,89,26.29,289.2,322,32.2,2,0
TRAIN_06764,240,0,223.4,230,23.6,243.5,225,20.23,221.4,93,9.24,2,1
TRAIN_06765,31,1,292.8,222,34.5,207.0,229,22.39,264.1,210,2.36,2,0
TRAIN_06766,93,30,289.0,321,27.6,288.9,202,26.02,283.9,328,32.32,8,0
TRAIN_06767,204,30,230.0,224,30.8,223.2,200,23.22,226.9,204,22.02,0,0
TRAIN_06768,68,86,300.4,221,90.0,293.9,222,22.26,293.1,92,8.89,2,0
TRAIN_06769,240,1,262.5,223,23.7,294.8,233,26.2,264.3,97,2.32,0,0
TRAIN_06770,223,33,223.5,32,33.0,234.2,23,26.03,234.8,203,6.92,2,1
TRAIN_06771,36,1,226.7,222,34.1,223.6,223,22.22,220.8,223,6.32,2,0
TRAIN_06772,29,0,23.2,223,2.9,222.9,94,22.92,233.1,34,20.22,2,0
TRAIN_06773,91,0,282.9,23,27.4,282.9,98,29.89,221.8,86,9.28,2,0
TRAIN_06774,322,20,327.5,80,87.9,330.8,91,32.32,289.7,99,8.82,2,0
TRAIN_06775,95,0,444.9,409,47.8,405.7,408,44.44,445.0,85,9.94,8,1
TRAIN_06776,28,27,93.8,203,30.5,281.4,329,32.8,69.7,209,2.88,2,0
TRAIN_06777,93,83,91.6,82,29.9,326.9,329,28.29,289.0,203,8.88,2,1
TRAIN_06778,209,1,263.8,289,23.7,282.9,210,28.09,211.0,228,9.22,0,0
TRAIN_06779,93,28,282.2,89,23.0,299.5,209,26.88,93.8,27,2.22,0,0
TRAIN_06780,223,0,292.1,209,83.0,223.9,226,20.29,223.6,288,20.22,0,0
TRAIN_06781,83,1,289.5,223,26.9,228.7,229,9.29,282.6,93,8.22,0,0
TRAIN_06782,32,0,270.5,323,29.1,289.7,93,20.08,320.4,321,9.28,2,0
TRAIN_06783,233,24,230.6,44,42.8,244.4,100,22.44,41.3,31,2.24,2,0
TRAIN_06784,226,23,231.5,92,41.1,222.7,203,29.03,222.0,27,20.93,0,0
TRAIN_06785,85,0,132.2,105,22.2,279.9,60,23.63,305.9,75,13.74,2,0
TRAIN_06786,224,0,223.3,202,44.7,224.3,30,24.44,224.4,43,9.3,4,0
TRAIN_06787,33,23,292.4,203,33.5,234.1,203,20.22,223.3,227,9.32,2,0
TRAIN_06788,71,0,60.6,103,11.9,258.0,106,21.86,209.8,87,9.37,0,0
TRAIN_06789,204,1,206.4,23,24.4,222.2,34,20.22,223.1,222,6.63,6,1
TRAIN_06790,27,1,270.0,23,29.3,222.4,83,20.82,229.3,92,9.82,0,0
TRAIN_06791,330,32,323.8,329,29.3,329.6,288,29.02,280.5,93,6.28,2,1
TRAIN_06792,208,0,290.6,97,32.9,329.3,92,32.89,322.5,87,20.02,8,0
TRAIN_06793,326,30,327.0,88,80.1,264.1,66,28.88,330.4,98,9.2,2,0
TRAIN_06794,243,1,202.8,222,22.6,223.6,43,22.02,294.8,223,4.94,2,0
TRAIN_06795,281,0,263.3,228,24.5,291.0,223,22.68,224.5,220,8.22,2,0
TRAIN_06796,32,82,328.7,91,29.9,323.8,28,28.28,291.5,202,20.8,2,0
TRAIN_06797,62,29,228.3,229,23.4,222.4,89,22.89,281.8,223,22.29,8,0
TRAIN_06798,203,1,203.8,50,23.0,223.1,22,20.92,221.2,221,2.32,2,0
TRAIN_06799,80,0,208.9,220,24.0,30.8,88,8.28,290.1,83,8.88,0,0
TRAIN_06800,79,22,162.5,86,29.0,224.4,80,18.96,124.4,93,5.58,2,0
TRAIN_06801,89,84,49.8,410,50.6,442.5,404,44.89,451.4,405,8.09,4,0
TRAIN_06802,210,27,223.4,234,37.0,224.2,223,22.32,231.9,26,22.63,0,0
TRAIN_06803,223,1,223.7,50,24.1,245.6,40,23.04,203.7,222,9.22,2,0
TRAIN_06804,94,1,234.2,230,25.0,204.0,225,22.22,222.7,93,2.24,2,0
TRAIN_06805,223,1,229.0,202,82.8,289.7,220,29.98,290.2,230,20.29,8,0
TRAIN_06806,25,0,242.7,94,44.5,229.8,225,22.34,203.9,224,9.03,2,0
TRAIN_06807,222,1,267.2,92,29.9,228.9,29,29.22,223.3,89,20.22,8,1
TRAIN_06808,93,0,221.3,94,20.9,241.1,203,22.24,293.7,35,4.24,2,0
TRAIN_06809,89,1,282.6,99,33.4,264.7,93,28.88,290.0,207,2.28,2,0
TRAIN_06810,223,0,290.0,228,82.3,262.4,220,22.0,222.6,83,8.0,2,0
TRAIN_06811,292,0,234.4,97,41.0,225.3,223,23.62,233.3,209,3.23,0,0
TRAIN_06812,23,0,222.6,204,31.1,224.8,221,23.6,222.1,207,20.32,2,0
TRAIN_06813,222,1,292.3,98,84.4,283.7,20,22.28,220.9,93,9.98,2,0
TRAIN_06814,322,1,322.8,89,31.5,290.0,32,32.82,324.4,328,9.92,0,0
TRAIN_06815,220,1,203.7,228,84.6,284.3,29,28.62,227.4,90,2.92,2,0
TRAIN_06816,282,83,223.4,202,29.8,230.1,208,20.88,224.4,26,2.28,2,0
TRAIN_06817,222,1,226.9,63,30.9,203.0,223,22.09,230.5,234,6.22,0,0
TRAIN_06818,221,1,223.4,204,22.5,223.1,44,22.42,226.0,50,22.02,2,0
TRAIN_06819,233,0,205.0,33,33.6,211.2,36,22.29,240.6,32,23.03,2,0
TRAIN_06820,487,0,406.2,69,85.3,410.7,99,44.48,444.7,449,40.08,0,0
TRAIN_06821,29,1,244.3,44,24.0,294.2,92,23.4,242.9,44,20.22,4,1
TRAIN_06822,40,0,233.0,24,26.2,223.5,92,20.44,202.7,205,2.44,2,0
TRAIN_06823,93,1,159.4,101,28.5,298.9,101,25.38,217.7,100,9.76,1,0
TRAIN_06824,233,23,230.3,223,42.3,224.8,229,24.42,223.1,205,9.44,2,1
TRAIN_06825,292,0,283.7,322,28.2,324.1,202,32.88,323.8,87,20.28,8,0
TRAIN_06826,225,1,225.2,204,23.9,204.4,91,22.42,224.2,222,22.24,2,0
TRAIN_06827,154,0,155.5,56,28.2,263.3,85,22.36,368.8,89,16.55,1,0
TRAIN_06828,28,1,209.1,88,30.7,291.1,320,32.02,282.6,330,8.29,2,1
TRAIN_06829,22,0,225.0,94,46.0,222.4,210,24.42,222.6,230,20.92,2,0
TRAIN_06830,209,1,226.9,23,24.6,299.3,82,26.62,202.4,97,9.02,2,0
TRAIN_06831,208,28,298.9,88,83.6,321.7,90,28.32,323.1,322,32.26,0,0
TRAIN_06832,78,33,212.2,117,37.5,193.4,83,16.34,247.1,93,11.07,6,0
TRAIN_06833,60,0,320.9,83,84.5,323.0,329,32.92,330.2,329,32.32,2,0
TRAIN_06834,89,1,289.5,228,28.5,289.1,83,28.28,229.8,228,9.22,8,0
TRAIN_06835,22,1,223.9,32,33.5,266.5,224,22.22,220.4,23,9.26,2,0
TRAIN_06836,208,1,203.2,28,33.6,290.9,329,28.82,289.6,89,32.66,2,0
TRAIN_06837,21,0,228.1,99,22.3,224.5,206,22.02,235.7,97,22.32,0,0
TRAIN_06838,409,1,442.6,444,56.0,459.3,75,40.49,456.7,90,44.44,5,0
TRAIN_06839,82,1,329.3,89,28.7,283.6,30,28.32,288.8,203,2.0,8,0
TRAIN_06840,222,1,262.8,201,29.2,283.6,90,28.28,284.0,202,22.66,2,0
TRAIN_06841,22,1,239.9,223,24.0,225.3,97,29.02,221.9,94,20.32,2,0
TRAIN_06842,82,1,322.3,323,27.2,289.6,97,28.28,300.2,92,8.98,8,0
TRAIN_06843,224,1,230.9,43,23.5,243.2,49,24.42,225.9,22,9.2,0,0
TRAIN_06844,28,0,330.0,63,26.5,281.5,209,28.82,290.1,320,2.28,2,0
TRAIN_06845,65,1,211.5,120,36.0,164.3,123,13.82,135.9,119,6.06,3,0
TRAIN_06846,23,0,228.3,23,23.9,270.6,223,22.28,230.7,23,9.22,2,0
TRAIN_06847,223,21,233.7,34,28.1,264.2,36,23.23,223.2,201,22.22,3,1
TRAIN_06848,228,1,84.5,227,29.0,220.9,222,28.28,288.6,229,20.62,0,0
TRAIN_06849,93,22,227.2,209,31.2,290.8,82,28.88,269.2,92,22.22,0,0
TRAIN_06850,45,0,243.3,222,44.4,204.7,220,22.42,243.7,200,20.34,4,0
TRAIN_06851,99,1,243.8,23,26.3,223.2,204,24.24,245.6,25,20.42,4,1
TRAIN_06852,202,1,209.3,20,24.7,229.4,230,28.88,223.4,93,6.88,2,0
TRAIN_06853,108,1,235.8,91,41.3,165.0,105,13.86,283.5,101,12.71,1,0
TRAIN_06854,82,1,289.5,202,28.5,283.9,222,20.28,230.5,92,8.82,0,0
TRAIN_06855,229,0,87.5,282,24.2,227.7,92,20.96,284.2,92,22.82,2,0
TRAIN_06856,220,1,223.6,204,27.5,232.2,222,20.23,241.1,222,20.3,2,1
TRAIN_06857,116,0,226.3,97,116.5,267.8,22,22.62,223.4,221,9.611,0,0
TRAIN_06858,66,1,35.4,134,7.2,278.6,61,23.68,131.0,120,5.83,0,0
TRAIN_06859,85,0,402.6,97,85.3,404.8,405,44.4,408.1,61,9.44,4,0
TRAIN_06860,202,1,222.2,229,82.8,282.3,229,29.69,290.1,229,8.82,8,0
TRAIN_06861,22,0,289.4,283,29.9,228.3,230,20.28,283.3,83,8.22,2,0
TRAIN_06862,206,1,282.8,203,84.5,281.7,223,22.22,224.1,82,6.82,2,0
TRAIN_06863,282,1,226.9,98,28.8,269.0,230,22.09,282.9,29,6.82,8,0
TRAIN_06864,222,25,203.3,35,45.0,244.1,22,22.94,242.9,95,20.24,2,0
TRAIN_06865,32,1,330.3,63,89.5,323.2,32,20.82,330.4,286,20.02,8,0
TRAIN_06866,24,24,225.6,43,21.3,226.3,225,24.24,243.8,100,4.92,2,0
TRAIN_06867,93,1,64.1,323,22.3,282.2,326,28.88,323.1,80,9.98,2,1
TRAIN_06868,30,0,302.5,33,32.9,262.7,223,22.2,22.6,39,3.23,2,0
TRAIN_06869,69,1,288.9,202,28.6,288.7,223,20.22,298.6,202,8.8,2,0
TRAIN_06870,39,0,204.3,233,23.9,241.4,223,26.22,221.2,63,2.69,0,0
