ID,Exercise_Duration,Body_Temperature(F),BPM,Height(Feet),Height(Remainder_Inches),Weight(lb),Weight_Status,Gender,Age,Calories_Burned
TRAIN_1265,25.0,104.9,117.0,4.0,6.0,101.4,Normal Weight,F,63,203.0
TRAIN_1266,5.0,102.0,88.0,5.0,4.0,132.3,Normal Weight,F,44,22.0
TRAIN_1267,23.0,104.9,90.0,5.0,7.0,149.9,Normal Weight,F,25,98.0
TRAIN_1268,10.0,103.6,101.0,6.0,2.0,202.8,Overweight,M,39,59.0
TRAIN_1269,30.0,106.3,112.0,5.0,4.0,145.5,Overweight,F,25,199.0
TRAIN_1270,8.0,103.6,92.0,6.0,4.0,216.1,Overweight,M,20,30.0
TRAIN_1271,6.0,102.7,98.0,5.0,7.0,145.5,Normal Weight,F,76,36.0
TRAIN_1272,3.0,101.1,87.0,6.0,5.0,216.1,Overweight,M,50,13.0
TRAIN_1273,28.0,105.4,110.0,6.0,9.0,222.7,Normal Weight,M,32,200.0
TRAIN_1274,28.0,105.4,108.0,5.0,0.0,132.3,Overweight,F,66,196.0
TRAIN_1275,24.0,104.9,99.0,5.0,7.0,143.3,Normal Weight,F,29,128.0
TRAIN_1276,24.0,105.3,103.0,6.0,4.0,198.4,Normal Weight,M,77,192.0
TRAIN_1277,29.0,104.7,108.0,5.0,8.0,149.9,Normal Weight,F,35,184.0
TRAIN_1278,7.0,102.7,82.0,5.0,7.0,143.3,Normal Weight,F,32,25.0
TRAIN_1279,23.0,104.9,112.0,5.0,3.0,123.5,Normal Weight,F,24,155.0
TRAIN_1280,3.0,101.7,81.0,5.0,8.0,160.9,Normal Weight,M,53,10.0
TRAIN_1281,4.0,101.7,89.0,5.0,6.0,158.7,Overweight,M,59,19.0
TRAIN_1282,26.0,105.4,101.0,5.0,10.0,149.9,Normal Weight,F,29,143.0
TRAIN_1283,15.0,104.9,95.0,6.0,2.0,205.0,Overweight,M,33,71.0
TRAIN_1284,9.0,103.1,97.0,5.0,7.0,154.3,Normal Weight,M,38,43.0
TRAIN_1285,30.0,105.4,113.0,6.0,3.0,198.4,Normal Weight,M,24,209.0
TRAIN_1286,1.0,100.2,84.0,5.0,12.0,189.6,Overweight,M,57,4.0
TRAIN_1287,5.0,103.1,87.0,5.0,8.0,136.7,Normal Weight,F,30,21.0
TRAIN_1288,28.0,105.6,115.0,5.0,8.0,180.8,Overweight,M,29,206.0
TRAIN_1289,22.0,105.4,111.0,5.0,7.0,152.1,Normal Weight,M,28,141.0
TRAIN_1290,9.0,103.6,91.0,5.0,1.0,134.5,Overweight,F,22,40.0
TRAIN_1291,7.0,103.1,87.0,5.0,3.0,134.5,Normal Weight,F,38,30.0
TRAIN_1292,15.0,104.0,99.0,5.0,3.0,141.1,Overweight,F,70,91.0
TRAIN_1293,11.0,104.2,91.0,6.0,3.0,218.3,Overweight,M,73,68.0
TRAIN_1294,22.0,104.5,112.0,5.0,8.0,147.7,Normal Weight,F,30,148.0
TRAIN_1295,26.0,105.4,105.0,5.0,2.0,119.0,Normal Weight,F,39,164.0
TRAIN_1296,17.0,104.7,97.0,5.0,9.0,178.6,Overweight,M,22,73.0
TRAIN_1297,15.0,104.0,97.0,6.0,0.0,194.0,Overweight,M,45,83.0
TRAIN_1298,12.0,104.5,97.0,5.0,3.0,123.5,Normal Weight,F,26,62.0
TRAIN_1299,8.0,102.9,88.0,6.0,4.0,200.6,Normal Weight,M,27,27.0
TRAIN_1300,8.0,102.9,88.0,5.0,6.0,130.1,Normal Weight,F,21,33.0
TRAIN_1301,19.0,104.5,103.0,5.0,1.0,136.7,Overweight,F,27,109.0
TRAIN_1302,22.0,104.9,103.0,5.0,4.0,132.3,Normal Weight,F,36,131.0
TRAIN_1303,22.0,105.4,101.0,4.0,11.0,103.6,Normal Weight,F,64,141.0
TRAIN_1304,24.0,105.3,98.0,5.0,10.0,167.6,Normal Weight,M,36,120.0
TRAIN_1305,16.0,105.1,93.0,5.0,9.0,160.9,Normal Weight,M,22,56.0
TRAIN_1306,25.0,105.3,101.0,4.0,9.0,114.6,Normal Weight,F,44,150.0
TRAIN_1307,18.0,104.5,99.0,5.0,5.0,143.3,Normal Weight,F,28,96.0
TRAIN_1308,22.0,105.1,97.0,5.0,11.0,189.6,Overweight,M,37,112.0
TRAIN_1309,5.0,102.7,83.0,5.0,7.0,156.5,Normal Weight,M,34,13.0
TRAIN_1310,1.0,99.9,84.0,5.0,1.0,119.0,Normal Weight,F,20,4.0
TRAIN_1311,4.0,101.8,85.0,6.0,4.0,220.5,Overweight,M,51,17.0
TRAIN_1312,3.0,102.0,85.0,5.0,4.0,130.1,Normal Weight,F,28,12.0
TRAIN_1313,28.0,104.7,108.0,5.0,10.0,174.2,Normal Weight,M,45,196.0
TRAIN_1314,28.0,105.3,105.0,5.0,11.0,178.6,Overweight,F,26,159.0
TRAIN_1315,22.0,104.4,98.0,4.0,9.0,92.6,Normal Weight,F,23,119.0
TRAIN_1316,28.0,105.1,105.0,5.0,1.0,130.1,Normal Weight,F,33,171.0
TRAIN_1317,28.0,105.6,107.0,4.0,12.0,121.3,Normal Weight,F,38,181.0
TRAIN_1318,9.0,103.6,85.0,6.0,4.0,191.8,Normal Weight,M,49,35.0
TRAIN_1319,19.0,105.1,94.0,5.0,1.0,125.7,Normal Weight,F,35,95.0
TRAIN_1320,30.0,106.2,109.0,6.0,1.0,165.3,Normal Weight,F,29,188.0
TRAIN_1321,17.0,104.4,101.0,5.0,11.0,187.4,Overweight,M,71,124.0
TRAIN_1322,2.0,100.9,82.0,5.0,3.0,138.9,Normal Weight,F,51,8.0
TRAIN_1323,12.0,104.2,94.0,5.0,10.0,180.8,Overweight,M,24,47.0
TRAIN_1324,4.0,102.7,91.0,4.0,8.0,99.2,Normal Weight,F,23,19.0
TRAIN_1325,5.0,102.6,80.0,5.0,3.0,119.0,Normal Weight,F,30,17.0
TRAIN_1326,12.0,104.9,87.0,6.0,0.0,196.2,Overweight,M,29,39.0
TRAIN_1327,29.0,106.3,109.0,5.0,9.0,176.4,Overweight,M,25,180.0
TRAIN_1328,25.0,106.0,108.0,4.0,10.0,114.6,Normal Weight,F,23,159.0
TRAIN_1329,15.0,104.0,96.0,5.0,5.0,152.1,Overweight,F,43,78.0
TRAIN_1330,22.0,105.3,98.0,5.0,0.0,123.5,Normal Weight,F,79,137.0
TRAIN_1331,30.0,105.4,109.0,5.0,2.0,147.7,Overweight,M,25,178.0
TRAIN_1332,27.0,105.6,104.0,6.0,3.0,202.8,Overweight,M,20,148.0
TRAIN_1333,14.0,104.5,90.0,5.0,7.0,143.3,Normal Weight,F,68,71.0
TRAIN_1334,3.0,101.5,88.0,5.0,2.0,130.1,Normal Weight,F,22,12.0
TRAIN_1335,27.0,105.4,101.0,5.0,2.0,125.7,Normal Weight,F,55,165.0
TRAIN_1336,7.0,102.6,89.0,4.0,12.0,114.6,Normal Weight,F,37,32.0
TRAIN_1337,4.0,102.0,84.0,6.0,2.0,198.4,Overweight,M,22,10.0
TRAIN_1338,13.0,104.4,91.0,6.0,2.0,196.2,Obese,M,22,46.0
TRAIN_1339,8.0,102.4,100.0,5.0,9.0,169.8,Overweight,M,25,38.0
TRAIN_1340,20.0,105.1,100.0,6.0,5.0,198.4,Normal Weight,M,34,110.0
TRAIN_1341,13.0,104.5,91.0,6.0,10.0,240.3,Overweight,M,36,60.0
TRAIN_1342,29.0,104.7,104.0,5.0,3.0,136.7,Normal Weight,F,63,189.0
TRAIN_1343,6.0,101.8,94.0,6.0,0.0,183.0,Normal Weight,M,56,33.0
TRAIN_1344,4.0,101.8,86.0,5.0,10.0,174.2,Overweight,M,61,18.0
TRAIN_1345,27.0,104.9,104.0,6.0,4.0,205.0,Normal Weight,M,53,191.0
TRAIN_1346,27.0,105.6,101.0,5.0,9.0,176.4,Overweight,M,27,137.0
TRAIN_1347,15.0,103.6,92.0,6.0,2.0,191.8,Normal Weight,M,23,55.0
TRAIN_1348,25.0,105.3,117.0,5.0,10.0,176.4,Overweight,M,30,191.0
TRAIN_1349,28.0,105.4,104.0,6.0,4.0,216.1,Overweight,M,25,163.0
TRAIN_1350,3.0,101.5,81.0,6.0,0.0,178.6,Normal Weight,M,68,12.0
TRAIN_1351,10.0,103.3,99.0,5.0,6.0,141.1,Normal Weight,F,34,54.0
TRAIN_1352,21.0,105.4,97.0,5.0,11.0,194.0,Overweight,M,59,130.0
TRAIN_1353,6.0,102.6,81.0,6.0,7.0,207.2,Normal Weight,M,21,13.0
TRAIN_1354,10.0,103.8,92.0,6.0,1.0,194.0,Overweight,M,32,41.0
TRAIN_1355,3.0,101.5,85.0,5.0,4.0,141.1,Normal Weight,F,27,11.0
TRAIN_1356,28.0,105.4,107.0,5.0,5.0,134.5,Normal Weight,F,32,176.0
TRAIN_1357,27.0,105.6,107.0,5.0,5.0,136.7,Normal Weight,F,29,168.0
TRAIN_1358,7.0,103.1,93.0,5.0,9.0,158.7,Normal Weight,F,28,32.0
TRAIN_1359,12.0,104.2,85.0,6.0,1.0,183.0,Normal Weight,M,22,30.0
TRAIN_1360,24.0,105.4,106.0,5.0,9.0,174.2,Overweight,M,37,151.0
TRAIN_1361,12.0,103.6,82.0,5.0,5.0,149.9,Obese,M,24,22.0
TRAIN_1362,30.0,105.1,116.0,5.0,9.0,169.8,Normal Weight,F,62,227.0
TRAIN_1363,6.0,103.1,89.0,5.0,5.0,147.7,Normal Weight,F,47,27.0
TRAIN_1364,5.0,102.9,85.0,5.0,6.0,152.1,Normal Weight,F,74,23.0
TRAIN_1365,28.0,105.3,104.0,5.0,7.0,141.1,Normal Weight,F,53,176.0
TRAIN_1366,24.0,105.1,103.0,6.0,3.0,194.0,Normal Weight,M,41,150.0
TRAIN_1367,23.0,105.3,96.0,5.0,7.0,152.1,Normal Weight,F,35,116.0
TRAIN_1368,12.0,104.4,93.0,6.0,4.0,198.4,Normal Weight,M,34,53.0
TRAIN_1369,25.0,105.4,102.0,6.0,4.0,222.7,Overweight,M,67,191.0
TRAIN_1370,1.0,99.3,76.0,5.0,10.0,174.2,Normal Weight,M,39,2.0
TRAIN_1371,30.0,105.6,103.0,5.0,12.0,194.0,Overweight,M,60,215.0
TRAIN_1372,2.0,100.6,79.0,5.0,5.0,134.5,Normal Weight,F,64,8.0
TRAIN_1373,26.0,105.3,106.0,6.0,2.0,205.0,Overweight,M,26,158.0
TRAIN_1374,28.0,105.4,111.0,5.0,11.0,178.6,Normal Weight,M,22,179.0
TRAIN_1375,22.0,105.1,101.0,5.0,7.0,149.9,Normal Weight,F,58,132.0
TRAIN_1376,28.0,106.3,112.0,6.0,4.0,213.8,Overweight,M,59,242.0
TRAIN_1377,5.0,101.8,82.0,6.0,2.0,198.4,Overweight,M,28,12.0
TRAIN_1378,19.0,104.7,105.0,5.0,11.0,191.8,Overweight,M,36,119.0
TRAIN_1379,8.0,102.9,94.0,6.0,0.0,187.4,Overweight,M,28,34.0
TRAIN_1380,6.0,102.4,87.0,5.0,10.0,167.6,Normal Weight,M,63,28.0
TRAIN_1381,7.0,102.7,85.0,5.0,10.0,187.4,Overweight,M,59,30.0
TRAIN_1382,29.0,105.6,119.0,5.0,11.0,167.6,Normal Weight,F,42,219.0
TRAIN_1383,5.0,102.4,82.0,5.0,1.0,112.4,Normal Weight,F,64,22.0
TRAIN_1384,27.0,105.8,98.0,6.0,6.0,218.3,Overweight,M,21,128.0
TRAIN_1385,6.0,102.9,91.0,5.0,1.0,125.7,Normal Weight,F,59,31.0
TRAIN_1386,19.0,104.7,96.0,6.0,1.0,187.4,Normal Weight,M,23,81.0
TRAIN_1387,2.0,101.5,86.0,5.0,9.0,154.3,Normal Weight,F,32,8.0
TRAIN_1388,4.0,102.4,85.0,7.0,1.0,260.1,Overweight,M,51,19.0
TRAIN_1389,13.0,104.4,95.0,5.0,4.0,125.7,Normal Weight,F,68,74.0
TRAIN_1390,19.0,105.8,108.0,5.0,1.0,127.9,Normal Weight,F,33,123.0
TRAIN_1391,8.0,103.5,96.0,6.0,6.0,233.7,Overweight,M,24,38.0
TRAIN_1392,21.0,104.9,96.0,5.0,7.0,143.3,Normal Weight,F,41,110.0
TRAIN_1393,21.0,104.9,107.0,5.0,11.0,183.0,Overweight,M,36,136.0
TRAIN_1394,7.0,103.3,84.0,5.0,7.0,147.7,Normal Weight,F,37,27.0
TRAIN_1395,16.0,104.0,95.0,6.0,1.0,198.4,Overweight,M,31,74.0
TRAIN_1396,15.0,104.0,94.0,5.0,8.0,147.7,Normal Weight,F,37,74.0
TRAIN_1397,3.0,101.5,77.0,5.0,1.0,116.8,Normal Weight,F,39,10.0
TRAIN_1398,27.0,105.8,108.0,6.0,1.0,196.2,Overweight,M,41,189.0
TRAIN_1399,17.0,105.1,103.0,4.0,11.0,112.4,Normal Weight,F,41,105.0
TRAIN_1400,12.0,104.4,91.0,5.0,4.0,136.7,Normal Weight,F,35,55.0
TRAIN_1401,25.0,105.3,103.0,6.0,7.0,207.2,Normal Weight,M,20,134.0
TRAIN_1402,17.0,104.4,105.0,6.0,5.0,209.4,Obese,M,42,115.0
TRAIN_1403,29.0,106.0,107.0,6.0,6.0,211.6,Normal Weight,M,28,185.0
TRAIN_1404,20.0,104.7,102.0,5.0,0.0,127.9,Normal Weight,F,25,113.0
TRAIN_1405,5.0,103.1,82.0,5.0,1.0,134.5,Overweight,F,37,19.0
TRAIN_1406,18.0,104.2,94.0,6.0,4.0,207.2,Overweight,M,28,79.0
TRAIN_1407,12.0,104.2,77.0,6.0,2.0,198.4,Overweight,M,74,47.0
TRAIN_1408,12.0,104.0,85.0,5.0,8.0,172.0,Overweight,M,35,36.0
TRAIN_1409,17.0,104.5,97.0,6.0,4.0,207.2,Overweight,M,78,123.0
TRAIN_1410,12.0,103.6,90.0,5.0,9.0,174.2,Overweight,M,63,62.0
TRAIN_1411,9.0,103.6,89.0,5.0,7.0,145.5,Normal Weight,F,24,37.0
TRAIN_1412,13.0,104.7,95.0,5.0,7.0,154.3,Normal Weight,F,48,67.0
TRAIN_1413,24.0,104.5,96.0,6.0,7.0,216.1,Normal Weight,M,51,141.0
TRAIN_1414,29.0,106.0,110.0,5.0,9.0,154.3,Normal Weight,F,39,192.0
TRAIN_1415,9.0,102.9,88.0,5.0,4.0,138.9,Normal Weight,M,58,38.0
TRAIN_1416,22.0,104.9,104.0,5.0,11.0,169.8,Normal Weight,F,33,127.0
TRAIN_1417,8.0,103.3,85.0,5.0,12.0,194.0,Overweight,M,51,32.0
TRAIN_1418,6.0,103.1,76.0,5.0,10.0,176.4,Overweight,M,48,14.0
TRAIN_1419,13.0,104.5,95.0,5.0,7.0,154.3,Normal Weight,M,49,65.0
TRAIN_1420,9.0,103.1,91.0,5.0,11.0,178.6,Overweight,M,21,30.0
TRAIN_1421,30.0,105.3,103.0,6.0,0.0,185.2,Normal Weight,M,34,174.0
TRAIN_1422,28.0,104.7,102.0,5.0,6.0,167.6,Overweight,M,72,205.0
TRAIN_1423,27.0,105.3,107.0,5.0,8.0,165.3,Overweight,M,58,199.0
TRAIN_1424,28.0,105.3,115.0,5.0,5.0,132.3,Normal Weight,F,71,220.0
TRAIN_1425,18.0,105.1,92.0,6.0,7.0,209.4,Normal Weight,M,23,70.0
TRAIN_1426,2.0,100.8,79.0,5.0,2.0,136.7,Normal Weight,F,61,8.0
TRAIN_1427,5.0,102.9,89.0,5.0,3.0,121.3,Normal Weight,F,24,22.0
TRAIN_1428,10.0,103.3,91.0,5.0,10.0,191.8,Overweight,M,73,60.0
TRAIN_1429,24.0,105.4,107.0,6.0,1.0,191.8,Overweight,M,45,168.0
TRAIN_1430,11.0,103.8,89.0,5.0,3.0,143.3,Overweight,F,77,56.0
TRAIN_1431,25.0,104.9,105.0,6.0,1.0,198.4,Overweight,M,56,183.0
TRAIN_1432,18.0,104.5,105.0,6.0,4.0,216.1,Overweight,M,52,131.0
TRAIN_1433,10.0,103.5,99.0,5.0,9.0,183.0,Overweight,M,32,51.0
TRAIN_1434,8.0,103.3,90.0,6.0,4.0,205.0,Normal Weight,M,22,28.0
TRAIN_1435,12.0,104.2,90.0,5.0,10.0,185.2,Overweight,M,56,59.0
TRAIN_1436,18.0,104.5,100.0,5.0,9.0,172.0,Overweight,M,69,125.0
TRAIN_1437,17.0,104.7,99.0,5.0,9.0,163.1,Normal Weight,F,53,96.0
TRAIN_1438,3.0,100.9,78.0,5.0,9.0,154.3,Normal Weight,F,23,9.0
TRAIN_1439,5.0,102.0,94.0,6.0,1.0,202.8,Overweight,M,76,33.0
TRAIN_1440,18.0,104.0,94.0,5.0,10.0,165.3,Normal Weight,F,36,86.0
TRAIN_1441,13.0,104.5,89.0,6.0,8.0,211.6,Normal Weight,M,22,44.0
TRAIN_1442,18.0,104.2,87.0,6.0,0.0,172.0,Normal Weight,M,20,47.0
TRAIN_1443,28.0,105.3,122.0,5.0,2.0,123.5,Normal Weight,F,67,240.0
TRAIN_1444,26.0,105.6,97.0,5.0,10.0,169.8,Normal Weight,M,29,117.0
TRAIN_1445,26.0,106.0,101.0,5.0,4.0,130.1,Normal Weight,F,56,159.0
TRAIN_1446,14.0,104.5,102.0,6.0,1.0,183.0,Normal Weight,M,53,92.0
TRAIN_1447,8.0,102.9,81.0,5.0,11.0,183.0,Overweight,M,36,21.0
TRAIN_1448,7.0,102.7,81.0,5.0,5.0,132.3,Normal Weight,F,42,26.0
TRAIN_1449,7.0,102.6,90.0,5.0,8.0,167.6,Overweight,M,63,36.0
TRAIN_1450,27.0,105.3,108.0,6.0,11.0,266.8,Overweight,M,72,248.0
TRAIN_1451,4.0,101.5,90.0,5.0,11.0,158.7,Normal Weight,F,20,16.0
TRAIN_1452,22.0,105.4,105.0,6.0,2.0,185.2,Normal Weight,M,28,128.0
TRAIN_1453,26.0,105.8,107.0,5.0,4.0,147.7,Overweight,F,58,173.0
TRAIN_1454,17.0,104.0,92.0,5.0,8.0,152.1,Normal Weight,F,41,81.0
TRAIN_1455,9.0,103.6,91.0,4.0,8.0,99.2,Normal Weight,F,24,42.0
TRAIN_1456,21.0,104.9,102.0,5.0,6.0,143.3,Normal Weight,F,53,127.0
TRAIN_1457,10.0,103.6,94.0,5.0,11.0,172.0,Normal Weight,F,54,51.0
TRAIN_1458,17.0,104.4,92.0,5.0,7.0,158.7,Obese,F,41,80.0
TRAIN_1459,25.0,105.6,108.0,5.0,9.0,147.7,Normal Weight,F,22,153.0
TRAIN_1460,1.0,100.0,79.0,5.0,3.0,134.5,Normal Weight,F,44,4.0
TRAIN_1461,21.0,104.7,106.0,5.0,10.0,176.4,Overweight,M,34,130.0
TRAIN_1462,7.0,103.1,83.0,5.0,5.0,143.3,Normal Weight,F,73,31.0
TRAIN_1463,3.0,101.7,87.0,5.0,6.0,136.7,Normal Weight,F,51,13.0
TRAIN_1464,24.0,106.0,98.0,6.0,5.0,207.2,Normal Weight,M,49,144.0
TRAIN_1465,2.0,100.9,92.0,6.0,0.0,183.0,Normal Weight,M,42,9.0
TRAIN_1466,11.0,104.0,102.0,4.0,11.0,105.8,Normal Weight,F,29,65.0
TRAIN_1467,8.0,103.8,89.0,6.0,5.0,213.8,Overweight,F,65,36.0
TRAIN_1468,20.0,104.5,103.0,6.0,1.0,198.4,Overweight,M,27,112.0
TRAIN_1469,27.0,105.3,109.0,6.0,1.0,196.2,Overweight,M,23,170.0
TRAIN_1470,2.0,100.2,75.0,6.0,0.0,178.6,Normal Weight,F,75,7.0
TRAIN_1471,5.0,102.2,92.0,5.0,11.0,183.0,Overweight,M,31,20.0
TRAIN_1472,11.0,104.0,90.0,4.0,9.0,108.0,Normal Weight,F,30,51.0
TRAIN_1473,16.0,104.9,93.0,5.0,12.0,187.4,Overweight,M,51,82.0
TRAIN_1474,17.0,104.4,90.0,5.0,3.0,125.7,Normal Weight,F,23,74.0
TRAIN_1475,13.0,104.7,101.0,4.0,11.0,121.3,Normal Weight,F,50,79.0
TRAIN_1476,16.0,104.4,89.0,5.0,9.0,167.6,Normal Weight,M,31,54.0
TRAIN_1477,27.0,105.3,99.0,5.0,4.0,134.5,Normal Weight,F,73,166.0
TRAIN_1478,12.0,103.8,90.0,5.0,6.0,149.9,Normal Weight,F,71,61.0
TRAIN_1479,16.0,104.5,88.0,5.0,4.0,125.7,Normal Weight,F,33,69.0
TRAIN_1480,16.0,104.2,105.0,6.0,8.0,213.8,Normal Weight,M,35,103.0
TRAIN_1481,29.0,105.3,112.0,6.0,0.0,185.2,Overweight,M,69,257.0
TRAIN_1482,13.0,103.8,93.0,5.0,3.0,125.7,Normal Weight,F,51,67.0
TRAIN_1483,12.0,104.4,99.0,5.0,4.0,147.7,Overweight,F,62,71.0
TRAIN_1484,6.0,103.1,87.0,4.0,11.0,119.0,Normal Weight,F,47,27.0
TRAIN_1485,28.0,105.6,113.0,5.0,6.0,158.7,Overweight,M,44,211.0
TRAIN_1486,25.0,104.7,109.0,5.0,5.0,145.5,Normal Weight,M,77,210.0
TRAIN_1487,24.0,105.4,108.0,6.0,11.0,246.9,Overweight,M,45,185.0
TRAIN_1488,8.0,103.1,81.0,6.0,1.0,172.0,Normal Weight,F,34,26.0
TRAIN_1489,15.0,104.0,95.0,5.0,7.0,172.0,Overweight,M,76,98.0
TRAIN_1490,6.0,103.1,85.0,5.0,7.0,145.5,Normal Weight,F,50,25.0
TRAIN_1491,7.0,103.3,89.0,6.0,5.0,227.1,Overweight,M,73,42.0
TRAIN_1492,9.0,103.3,86.0,5.0,3.0,132.3,Normal Weight,F,40,38.0
TRAIN_1493,7.0,102.7,91.0,5.0,4.0,143.3,Normal Weight,F,25,31.0
TRAIN_1494,28.0,104.7,106.0,5.0,1.0,123.5,Normal Weight,F,28,173.0
TRAIN_1495,16.0,104.4,107.0,5.0,1.0,130.1,Normal Weight,F,62,110.0
TRAIN_1496,19.0,105.1,104.0,5.0,5.0,132.3,Normal Weight,F,44,118.0
TRAIN_1497,25.0,105.4,109.0,5.0,4.0,125.7,Normal Weight,F,58,175.0
TRAIN_1498,20.0,104.7,105.0,5.0,9.0,154.3,Normal Weight,F,25,117.0
TRAIN_1499,30.0,105.4,105.0,5.0,10.0,174.2,Normal Weight,F,68,194.0
TRAIN_1500,21.0,104.9,100.0,6.0,0.0,191.8,Overweight,M,79,160.0
TRAIN_1501,25.0,105.3,108.0,5.0,2.0,125.7,Normal Weight,F,20,156.0
TRAIN_1502,17.0,104.7,93.0,5.0,9.0,147.7,Normal Weight,F,21,77.0
TRAIN_1503,27.0,105.3,106.0,6.0,3.0,207.2,Overweight,M,79,234.0
TRAIN_1504,27.0,105.6,107.0,5.0,8.0,152.1,Normal Weight,M,44,178.0
TRAIN_1505,18.0,104.2,95.0,5.0,4.0,127.9,Normal Weight,F,79,106.0
TRAIN_1506,25.0,105.3,104.0,4.0,2.0,86.0,Normal Weight,F,30,156.0
TRAIN_1507,19.0,104.7,109.0,6.0,0.0,187.4,Overweight,M,34,128.0
TRAIN_1508,16.0,104.9,85.0,6.0,5.0,231.5,Overweight,M,54,72.0
TRAIN_1509,16.0,104.5,101.0,5.0,2.0,132.3,Normal Weight,F,75,103.0
TRAIN_1510,24.0,105.1,106.0,5.0,4.0,125.7,Normal Weight,F,47,156.0
TRAIN_1511,25.0,105.6,104.0,5.0,11.0,191.8,Overweight,M,45,164.0
TRAIN_1512,28.0,105.3,106.0,5.0,7.0,154.3,Normal Weight,F,51,179.0
TRAIN_1513,22.0,104.7,93.0,5.0,10.0,176.4,Overweight,M,25,83.0
TRAIN_1514,16.0,103.8,97.0,6.0,6.0,220.5,Overweight,M,45,93.0
TRAIN_1515,23.0,104.9,103.0,5.0,8.0,158.7,Normal Weight,M,47,142.0
TRAIN_1516,13.0,104.7,91.0,6.0,0.0,183.0,Normal Weight,M,47,60.0
TRAIN_1517,2.0,100.2,81.0,5.0,0.0,114.6,Normal Weight,F,61,8.0
TRAIN_1518,5.0,102.4,85.0,6.0,6.0,211.6,Normal Weight,M,65,24.0
TRAIN_1519,17.0,104.7,105.0,5.0,7.0,154.3,Normal Weight,F,44,105.0
TRAIN_1520,29.0,105.8,108.0,6.0,5.0,209.4,Obese,M,22,181.0
TRAIN_1521,25.0,105.1,105.0,6.0,3.0,191.8,Normal Weight,M,21,139.0
TRAIN_1522,20.0,104.9,109.0,6.0,4.0,222.7,Overweight,M,38,146.0
TRAIN_1523,13.0,104.2,99.0,6.0,0.0,183.0,Normal Weight,M,22,60.0
TRAIN_1524,8.0,103.3,82.0,6.0,4.0,233.7,Overweight,M,63,36.0
TRAIN_1525,10.0,103.6,97.0,5.0,9.0,158.7,Normal Weight,F,76,58.0
TRAIN_1526,7.0,102.9,80.0,4.0,11.0,121.3,Normal Weight,F,32,24.0
TRAIN_1527,12.0,104.5,97.0,5.0,11.0,189.6,Overweight,M,69,80.0
TRAIN_1528,8.0,103.6,85.0,5.0,10.0,156.5,Normal Weight,F,35,31.0
TRAIN_1529,12.0,103.8,93.0,5.0,4.0,138.9,Normal Weight,F,33,57.0
TRAIN_1530,22.0,105.3,103.0,5.0,5.0,134.5,Normal Weight,F,39,132.0
TRAIN_1531,9.0,103.5,92.0,6.0,7.0,235.9,Overweight,M,25,38.0
TRAIN_1532,23.0,105.4,94.0,5.0,10.0,187.4,Overweight,M,68,141.0
TRAIN_1533,6.0,102.6,88.0,5.0,4.0,134.5,Normal Weight,F,42,27.0
TRAIN_1534,17.0,104.5,106.0,5.0,7.0,152.1,Normal Weight,F,22,100.0
TRAIN_1535,6.0,102.7,79.0,5.0,9.0,178.6,Overweight,M,68,23.0
TRAIN_1536,14.0,104.7,92.0,6.0,6.0,213.8,Obese,M,25,56.0
TRAIN_1537,6.0,102.9,81.0,6.0,0.0,194.0,Overweight,M,47,19.0
TRAIN_1538,5.0,102.4,73.0,5.0,8.0,156.5,Normal Weight,F,20,12.0
TRAIN_1539,9.0,103.8,91.0,5.0,2.0,123.5,Normal Weight,F,23,40.0
TRAIN_1540,29.0,105.4,113.0,6.0,2.0,191.8,Normal Weight,M,37,218.0
TRAIN_1541,15.0,104.4,80.0,4.0,12.0,110.2,Normal Weight,F,61,61.0
TRAIN_1542,15.0,104.4,91.0,5.0,11.0,178.6,Overweight,M,25,53.0
TRAIN_1543,13.0,103.8,90.0,5.0,6.0,130.1,Normal Weight,F,26,57.0
TRAIN_1544,21.0,105.1,103.0,6.0,1.0,194.0,Overweight,M,25,115.0
TRAIN_1545,1.0,99.5,75.0,5.0,12.0,178.6,Normal Weight,M,20,1.0
TRAIN_1546,26.0,105.3,99.0,5.0,3.0,141.1,Normal Weight,F,30,139.0
TRAIN_1547,20.0,105.8,101.0,5.0,11.0,165.3,Normal Weight,M,24,97.0
TRAIN_1548,15.0,104.7,100.0,5.0,5.0,143.3,Normal Weight,F,38,84.0
TRAIN_1549,3.0,101.1,83.0,5.0,6.0,138.9,Normal Weight,F,27,11.0
TRAIN_1550,4.0,101.7,84.0,5.0,3.0,132.3,Normal Weight,F,45,16.0
TRAIN_1551,10.0,103.6,94.0,5.0,4.0,143.3,Normal Weight,F,76,56.0
TRAIN_1552,4.0,102.0,85.0,5.0,5.0,134.5,Normal Weight,F,39,16.0
TRAIN_1553,3.0,100.2,86.0,5.0,9.0,180.8,Overweight,M,78,16.0
TRAIN_1554,7.0,103.1,91.0,5.0,5.0,147.7,Normal Weight,F,53,34.0
TRAIN_1555,17.0,104.7,95.0,5.0,5.0,134.5,Normal Weight,F,39,87.0
TRAIN_1556,10.0,104.0,83.0,6.0,1.0,194.0,Overweight,M,22,23.0
TRAIN_1557,21.0,104.7,99.0,6.0,0.0,176.4,Normal Weight,M,31,105.0
TRAIN_1558,11.0,104.4,80.0,5.0,5.0,138.9,Normal Weight,F,42,39.0
